student_id,age,study_hours_week,attendance_rate,sleep_hours,previous_scores,final_grade,gender_  F ,gender_  M ,gender_F,gender_Female,gender_M,gender_Male,parental_education_  doctorate ,parental_education_  high_school ,parental_education_  master ,parental_education_BACHELOR,parental_education_DOCTORATE,parental_education_HIGH_SCHOOL,parental_education_MASTER,parental_education_bachelor,parental_education_doctorate,parental_education_high_school,parental_education_master,extracurricular_  Yes ,extracurricular_NO,extracurricular_No,extracurricular_YES,extracurricular_Yes,tutoring_  Yes ,tutoring_NO,tutoring_No,tutoring_YES,tutoring_Yes,internet_quality_  Good ,internet_quality_  Poor ,internet_quality_EXCELLENT,internet_quality_Excellent,internet_quality_GOOD,internet_quality_Good,internet_quality_POOR,internet_quality_Poor,family_income_  Low ,family_income_  Medium ,family_income_HIGH,family_income_High,family_income_LOW,family_income_Low,family_income_MEDIUM,family_income_Medium,health_status_  Good ,health_status_  Poor ,health_status_EXCELLENT,health_status_Excellent,health_status_GOOD,health_status_Good,health_status_POOR,health_status_Poor,study_sleep_ratio
STD00794,1.044712038350811,0.9516972567504569,-1.179543387124216,0.18504182060810723,-1.4168195461386566,97.51,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5.143119055486125
STD01625,1.044712038350811,0.6022101934214569,-0.7193535514653527,0.945989790073379,0.8627692542408133,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.6365920257793888
STD00882,1.4793593475270976,-0.3445015983811508,-2.5260920879657545,0.9373426540567285,-1.003650962212943,78.8,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.36752966416338634
STD01715,0.17541741999823787,-1.9724919693314296,-1.0174900815648869,-0.1608436200579258,-0.6863374897579948,73.48,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,12.263490663239986
STD00660,-1.5631718167069084,-0.02376979975643531,-1.0133348686018273,0.3839259489910756,-0.5386985824352069,87.97,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.06191229820907373
STD00805,0.6100647291745245,-0.7913141730169609,0.7090009045864234,0.6346928934739493,0.5068933806194658,88.29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,-1.2467650644718862
STD02311,-0.6938771983543353,-0.7647708517514672,0.028065380265013484,-0.5845532848738161,-0.8703352324662461,93.84,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.3083018774215447
STD02267,-0.6938771983543353,0.9030345010970521,-2.1144663038126517,-0.9823215416397536,0.2523815329212267,93.53,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.9192869972866983
STD01042,-1.5631718167069084,-0.3245941074320306,-0.9219201834145141,-0.11760793997467185,-1.4906389998000502,89.72,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2.7599910983308984
STD02119,1.4793593475270976,0.3434128110828935,1.142181855985399,0.7125171176238065,1.7166509943539547,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.4819706370809896
STD02283,1.044712038350811,-2.182626596016588,0.905334717090995,0.00345196425844008,1.4588337979843107,84.59,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-632.1022844883477
STD02147,-0.6938771983543353,-0.10339976355291661,-0.8107682366526667,-1.0860871738395628,-0.1993494521708869,99.01,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.09520401423339624
STD00411,-0.25922988917804873,-0.25159997395192296,2.483276839812923,-1.6913866950051202,-1.4421605526194334,89.18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.14875375539413044
STD02342,0.17541741999823787,-0.30911050336049256,-0.0950328037656308,0.09857046044159858,-0.831772831299846,99.88,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-3.135902643378544
STD01657,0.17541741999823787,1.230402130038141,0.55837443467551,0.00345196425844008,0.5873235316236718,98.7,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,356.33213608587727
STD00235,-1.1285245075306218,0.33456503732772913,0.7380873953278415,-0.28190352429103693,0.14661037543624397,97.76,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-1.1868110729733063
STD01105,-1.1285245075306218,0.7216551391161786,0.01715794623698132,0.8162827498236165,-0.9739028241702914,97.15,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.8840738766049363
STD01560,-0.25922988917804873,-0.02376979975643531,-0.31006507460397104,0.7903413417736646,-0.2841867347369671,95.23,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,-0.030075321161576362
STD01789,-1.5631718167069084,1.0866258065167167,0.028065380265013484,-0.1608436200579258,-0.19163697193760687,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-6.7558325406871615
STD00573,0.6100647291745245,-0.02376979975643531,2.570276611226985,1.8539390718217155,-0.4428434709644408,92.22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.012821234147595005
STD01617,-1.5631718167069084,-0.20072527485972666,1.1110177587624512,-0.06572512387476652,-0.9287297256610804,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3.0540578257413817
STD01317,1.4793593475270976,-1.691575152604955,1.170229543486053,-1.3368541183224365,-2.388592055531935,64.32,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.265341068080572
STD02014,0.17541741999823787,-0.0790683857262138,0.028065380265013484,0.00345196425844008,0.4848577228100948,81.47,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-22.89869799055897
STD01581,-1.5631718167069084,0.4473741527060772,-0.13242972043316817,-0.6018475569071173,0.27221362494966095,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.7433359011059696
STD01200,0.6100647291745245,-0.14763863232873925,-0.570804688035968,-0.06572512387476652,7.325100392363561e-05,84.91,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2.2463385378868805
STD00814,0.6100647291745245,-0.02376979975643531,-0.7609056810959497,-0.4375519725907514,-1.8564309194356152,85.66,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0543246415742003
STD02034,-0.25922988917804873,-0.02376979975643531,-0.46692436395947506,-0.6710246450403239,1.6318137117878753,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.035423192509120766
STD01818,-0.25922988917804873,-1.154072896978708,0.028065380265013484,0.00345196425844008,0.4154454007105747,85.93,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-334.22671380330905
STD00440,-1.1285245075306218,-0.40864795810609367,-0.263318928769549,0.4876915811908855,0.03422852060844954,93.45,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.8379212107517106
STD01193,0.17541741999823787,-0.02376979975643531,0.013002733273921693,-0.09166653192471919,-0.2841867347369671,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.2593101164345655
STD00042,-0.6938771983543353,2.589364880245447,1.0892028907063884,0.012099100275090714,-0.6940499699912748,99.17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,213.99532411941394
STD01721,-1.1285245075306218,-1.348723919592328,-2.3990983917822426,-0.03113657980816322,1.0126117273445387,83.31,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,43.31777111273564
STD00214,0.17541741999823787,0.11779458032619736,-0.7463624357252406,-0.6450832369903712,-1.4520765986336508,77.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-0.18260397445722198
STD01783,1.4793593475270976,-0.7072603223428977,-1.7373807274149833,-0.9477329975731503,-1.1149310341502683,79.78,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7462661640146935
STD01214,-0.25922988917804873,0.4783413608491533,0.8024931962552676,0.6952228455905053,-2.0106805241012156,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.6880393471585579
STD00830,1.4793593475270976,-1.1474370666623346,-0.23734884775042575,0.055334780358344646,0.4914684201529057,77.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-20.735897447035835
STD02148,1.4793593475270976,-0.8687321933746509,1.1255610041331603,-0.4461991086074028,0.348236644391992,94.27,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.9469652080910633
STD00463,1.4793593475270976,0.3898636232975076,-1.3997696741663814,0.00345196425844008,0.2005977370692033,92.64,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,112.9069385368134
STD00606,-1.5631718167069084,-0.02376979975643531,-0.11788647506245911,-0.35108061242424354,1.322212719566207,96.73,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.06770487067677389
STD02299,1.044712038350811,-2.1029966322201066,0.5095506823595585,-1.1898528060393727,-0.4373345565120983,82.27,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.7674441653539141
STD02208,0.17541741999823787,-0.16754612327785948,-1.9025504426966064,-0.15219648404127517,0.41985253227244884,89.26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.1008613319460994
STD01840,0.6100647291745245,-1.1828281616829928,-0.03270460931973493,-0.23866784420778303,0.8253086359648831,89.82,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4.9559802309751255
STD00690,1.4793593475270976,-0.17639389703302424,0.028065380265013484,0.4444559011076316,0.4308703611771347,93.12,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.3968751449092877
STD02373,-0.25922988917804873,0.7371387431877167,-1.4911843593536946,-0.08301939590806856,0.29645284853996934,92.41,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-8.879221708932997
STD02345,2.348653965879671,-0.02376979975643531,0.9645465018145967,-1.5616796547553584,-0.24011541911822448,80.28,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.015220672757519964
STD01863,0.17541741999823787,-0.02376979975643531,-1.9763054727909166,0.00345196425844008,1.1117721874867106,88.97,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-6.883882362331088
STD01205,-1.5631718167069084,0.6995357047282673,-2.172639285295488,0.4444559011076316,-1.3826642765341306,90.36,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.573911222854125
STD00029,0.6100647291745245,-0.9461502137323408,0.48669701106272867,1.4215822709891746,7.325100392363561e-05,91.35,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.6655608806327503
STD00884,1.044712038350811,-0.02376979975643531,0.7339321823647826,-1.4146783424722944,-0.7160856278006466,91.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.016802276422194715
STD01169,1.044712038350811,-1.5588585462774867,0.3942435226346507,-0.7661431412234831,0.005582165456266952,85.84,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2.034685814029343
STD00715,-0.25922988917804873,1.6595191571636219,0.12207707355423965,-0.7488488691901811,0.06287487576063212,99.34,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-2.216096520322958
STD02187,0.17541741999823787,-2.6463052393731807,0.29659601800274765,-1.406031206455643,0.28102788807340934,91.38,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.8821112286371533
STD02027,-0.25922988917804873,-0.02376979975643531,-1.2377163686070523,-2.495570344553647,-1.8663469654498328,88.01,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.009524800345985473
STD00507,-1.5631718167069084,-0.3577732590138978,0.10441741846123567,-0.5672590128405139,-0.18943340615667018,84.29,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.6307063997604326
STD00988,-0.6938771983543353,-0.38431658027939125,-0.8377771209125546,-1.1898528060393727,0.018803560141889504,78.52,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.3229953329723097
STD00459,1.044712038350811,-0.02376979975643531,1.0569999902426754,2.4851800010372256,2.1926212030363774,92.31,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-0.009564615111138644
STD01738,-0.25922988917804873,-0.5944512069645496,-0.8658248084132081,-1.838388007288184,-0.5563271086827036,75.42,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.323354769484271
STD00697,1.4793593475270976,-0.11445948074687207,0.5344819601379162,-0.7574960052068318,0.2689082762782551,87.32,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.15110262108674796
STD01915,0.6100647291745245,0.48497719116552657,-1.0393049496209505,0.15910041255815455,-0.9276279427706112,87.36,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3.0482268093519176
STD00105,-0.6938771983543353,-0.09234004635896076,-0.11892527830322383,-1.241735622139278,0.18517277660264328,83.07,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0743637526993296
STD01248,-0.25922988917804873,-0.02376979975643531,0.028065380265013484,0.8941069739734737,-0.3040188267654013,93.06,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,-0.02658493207570981
STD01731,-1.5631718167069084,0.5778788155947544,1.3083903745077883,-0.3251392043742909,-0.24452255068009865,100.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,-1.7773328628262794
STD00742,-0.25922988917804873,1.1198049580985838,1.2460621800618916,0.8681655659235218,-0.4758969576784984,96.78,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.2898503605784206
STD01159,0.17541741999823787,-0.19187750110456228,-0.2061847505274782,0.945989790073379,1.5987602250738184,100.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.20283231413878633
STD00140,1.044712038350811,-0.1852416707881886,0.01715794623698132,-0.1262550759913225,1.376200081199168,88.83,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.4672133896169843
